,0
606,"AGROINFO xin giới thiệu đến Quý độc giả “Báo cáo thường niên ngành hàng lúa gạo năm 2016 và triển vọng 2017”. Báo cáo đưa ra những phân tích toàn diện và cập nhật về thị trường lúa gạo trong nước, thế giới năm 2016 và triển vọng thị trường năm 2017."
607,"Xuất khẩu gạo Thái Lan được dự báo giảm 3,8% về lượng trong năm 2017, với giá xuất khẩu có thể duy trì ở mức tương đối thấp do nguồn cung gạo toàn cầu tăng và cạnh tranh ngày càng khốc liệt. Hiệp hội các nhà xuất khẩu gạo Thái Lan cho biết lượng xuất khẩu gạo có thể đạt 9,5 triệu tấn trong năm 2017, mang về 4,3 tỷ USD."
608,"Trung Quốc đã cam kết tăng cường bảo vệ đất nông nghiệp trước tình hình sản lượng ngũ cốc giảm lần đầu tiên trong hơn 1 thập kỷ, do đô thị hóa nhanh đang nuốt dần các nguồn lực sản xuất nông nghiệp."
609,"Mặc dù thị trường toàn cầu tiếp tục được cung ứng tốt, chỉ số giá thực phẩm Food Price Index của FAO vẫn tăng trong tháng 1/2017, được dẫn dắt bởi giá ngũ cốc và giá đường."
610,"Theo một nhà chức trách Thái Lan, nước này đặt mục tiêu giảm sản xuất gạo trong năm 2017, trong khi vẫn tăng xuất khẩu. Nước xuất khẩu gạo lớn thứ 2 thế giới này đã thất bại trong nỗ lực khuyến khích nông dân giảm sản xuất lúa gạo trong năm 2016, bất chấp giá giảm thấp. Chính phủ nước này cung đang có kho dự trữ 8 triệu tấn, kế thừa từ chính phu tiền nhiệm."
611,"Thái Lan kỳ vọng xuất khẩu từ 9,5 – 10 triệu tấn gạo trong năm 2017, tương đương hoặc tăng nhẹ so với mức xuất khẩu 9,5 triệu tấn trong năm 2016, theo Hiệp hội các nhà xuất khẩu gạo Thái Lan nhận định. Dự báo này được đưa ra gần sát với dự báo của Bộ Thương mại nước này là 10 triệu tấn cho năm 2017."
612,"Chính phủ Thái Lan hy vọng sẽ nối lại hoạt động đấu giá các kho gạo chính phủ từ quý 1/2017. Theo bà Duangporn Rodphaya, người đứng đầu cơ quan ngoại thương nước này, cơ quan bà đang thảo luận với các cơ quan liên quan đến xem xét các loại gạo nào nên được đấu giá đầu tiên."
613,Chuỗi bán lẻ Costco Mexico vừa nhập khẩu 112 tấn gạo Thái Lan để phân phối cho 32 chi nhánh tại 18 bang của Mexico.
614,"Chính phủ Thái Lan đã cam kết sẽ đẩy mạnh chương trình xây dựng cánh đồng lúa siêu lớn trong năm 2017 và theo chương trình này, chính phủ sẽ cung cấp các khoản vay ưu đãi, máy móc và thiết bị nông nghiệp cho nông dân để giảm chi phí và tăng năng suất/ Chương trình sẽ phủ khắp trên 168.000 ha đất nông nghiệp tham gia vào."
615,Thủ tướng Thái Lan Prayut Chan-o-cha muốn xả bán toàn bộ lượng gạo dự trữ còn lại trong kho chính phủ trong năm 2017.
616,"Các thương nhân ngành gạo Philippines đã mua hơn 53.000 tấn gạo từ Thái Lan và Việt Nam trong những tuần gần đây, nhằm tăng cường nguồn cung gạo sau những trận bão lớn gần đây gây thiệt hại nặng cho sản xuất nông nghiệp tại nước này."
617,"Giá gạo tại Ấn Độ tăng trong tuần này nhờ nhu cầu tại châu Phi và châu Á phục hồi; trong khi đó, thị trường gạo Thái Lan và Việt Nam tiếp tục trầm lắng."
618,"Với sự chỉ đạo sát sao của Bộ trưởng, lãnh đạo Bộ Công Thương và sự phối hợp chặt chẽ của Bộ Ngoại giao, Đại sứ quán Việt Nam tại Philippines, vừa qua, Bản Thỏa thuận thương mại gạo giữa Chính phủ nước Cộng hòa xã hội chủ nghĩa Việt Nam và Chính phủ nước Cộng hòa Phi-líp-pin năm 2010 đã chính thức được gia hạn cho giai đoạn tiếp theo từ 31/12/2016 đến hết 31/12/2018."
619,"Chính phủ Thái Lan đặt mục tiêu giảm sản lượng lúa xuống 27,2 triệu tấn, từ mức trung bình 33 triệu tấn hàng năm hiện nay, giảm diện tích trồng lúa từ 10,88 triệu ha xuống 9,7 triệu ha trong kế hoạch cải cách nông nghiệp."
620,Các thị trường gạo tại các nước xuất khẩu lớn nhất thế giới hầu như không giao dịch trong thời gian từ Giáng sinh tới các kỳ nghỉ năm mới.
621,"Chính phủ Philippines đang chờ đánh giá tác động của ba trận bão lớn tại các tỉnh sản xuất gạo chủ lực trong quý 4/2016 trước khi đưa ra quyết định liệu sẽ nhập khẩu gạo trong năm 2017 theo phương án nào, theo NFA cho hay."
622,"Giá gạo tại Ấn Độ trong tuần này giảm do nguồn cung dồi dào và đồng Rupee giảm giá, trong khi các thị trường gạo Thái Lan và Việt Nam tiếp tục im ắng trong tuần đầu tiên của nắm mới."
623,"Theo thông báo của Bộ NNPTNT, Trung Quốc đã cấp phép cho 22 doanh nghiệp Việt Nam để xuất khẩu gạo sang thị trường này."
624,"Bộ trưởng Thương mại Indonesia Enggartiasto “Enggar” Lukita cho biết nguồn cung thực phẩm đủ để đáp ứng nhu cầu cho tới tháng 3/2017, giúp chính phủ có thể kiểm soát được giá thực phẩm từ nay tới tháng 3."
625,"Dựa trên các số liệu mới nhất, nhu cầu yếu tại khu vực viễn Đông đã đưa nhập khẩu gạo của khu vực châu Á giảm 15% xuống 19,7 triệu tấn trong năm 2016. Tuy nhiên, FAO nhận định nhập khẩu gạo của châu Á năm 2017 sẽ tăng 4% lên 20,4 triệu tấn."
626,"Theo Bộ NNPTNT, xuất khẩu gạo Việt Nam năm 2016 đạt 4,88 triệu tấn, tương đương 2,2 tỷ USD trong năm 2016, giảm 25,8% về lượng và 21,2% về giá trị so với năm 2015. Chỉ trong tháng 12/2016, Việt Nam đã xuất khẩu 399.000 tấn, trị giá 181 triệu USD."
627,"Các nhà chức trách tại tỉnh phía Đông Bắc Trung Quốc là Hắc Long Giang – tỉnh sản xuất ngũ cốc lớn nhất Trung Quốc – đã thông qua lệnh cấm 5 năm đối với sản xuất, chế biến và kinh doanh các cây trồng biến đổi gien. Lệnh cấm sẽ bắt đầu có hiệu lực từ tháng 5/2017 và sẽ áp dụng cho gạo, ngô và đậu tương."
628,"Xuất khẩu gạo thành phẩm năm 2016 của Campuchia chỉ tăng trưởng 0,7% so với năm 2015 và là mức tăng trưởng thấp nhất kể từ năm 2014, theo số liệu chính thức mà chính phủ nước này cung cấp."
629,"Chính phủ Việt Nam đã đưa ra một giải pháp, phê chuẩn mở rộng thỏa thuận thương mại gạo với chính phủ Philippines. Theo đó, Việt Nam sẽ tiếp tục cung ứng gạo cho Philippines thông qua các hối phiếu đòi nợ và phê chuẩn các hối phiếu đòi nợ."
630,"Chính phủ Thái Lan đã cam kết xả toàn bộ 8 triệu tấn gạo dự trữ chính phủ trong năm 2017. Theo bà Duangporn Rodphaya, tổng giám đốc cơ quan ngoại thương Thái Lan, hầu hết 8 triệu tấn gạo còn lại trong các kho dự trữ là gạo trắng, trong đó 5 triệu tấn có chất lượng thấp, không phù hợp cho tiêu dùng ở người, 3 triệu tấn còn lại có chất lượng khác nhau nhưng tiêu dùng được ở người. Chính phủ Thái Lan hiện đang phải trả 510 triệu Baht hàng tháng cho các kho dự trữ gạo."
631,"Ngành nông nghiệp Ấn Độ đang trên đà phục hồi mạnh sau 2 năm hạn hán liên tiếp và có thể có sản lượng ngũ cốc cao kỷ lục 270 triệu tấn trong năm 2016/17 nhờ mưa thuận lợi. Tuy nhiên, nông dân vẫn lo ngại về tác động tiêu cực của chính sách tiền tệ và giá thấp."
632,"Hôm thứ 6 vừa qua, Trung Quốc tuyên bố sẽ trợ cấp 10 tấn lúa giống cho nông dân Philippines để phục hồi sinh kế sau những cơn bão liên tiếp gần đây tại miền Bắc nước này. Đây là lần thứ 4 Trung Quốc hỗ trợ lúa giống để hỗ trợ các nạn nhân thiên tai của Philippines."
633,"Sản xuất ngũ cốc toàn cầu bội thu, nhưng nhu cầu đối với các mặt hàng này cũng cao một cách ấn tượng, theo ông David Hightower, sáng lập Hightower Report, phát biểu trước các phái đoàn tại Hội nghị ngũ cốc toàn cầu năm 2016 tổ chức vào tháng 11 vừa qua tại Geneva, Thụy Sĩ."
634,"USDA dự báo sản xuất lúa niên vụ 2016/17 sẽ đạt 207,9 triệu tấn, thấp hơn 1,4 triệu tấn so với dự báo của USDA hồi tháng 11/2016 do các cơn bão lớn gây mưa nhiều, tác động tiêu cực tới sản xuất lúa gạo. Từ cuối tháng 8 đến cuối tháng 9/2016, hàng loạt cơn bão mạnh kèm mưa lớn và gió mạnh đã tác động tới một nửa các khu vực sản xuất gạo chính tại trung nam Trung Quốc. Tại khu vực này, trong mùa mưa bão, vụ lúa 2 đang trong giai đoạn trổ chín trong khi lúa vụ 1 đã được thu hoạch xong. Dựa trên các báo cáo do Bộ Các vấn đề dân sự của Trung Quốc, đến cuối tháng 8/2016, lũ lụt đã gây thiệt hại trên khắp 11 tỉnh, ảnh hưởng tới gần 2,24 triệu ha đất nông nghiệp."
635,"Xuất khẩu gạo của Nhật Bản trong 10 tháng đầu năm 2016 đã vượt mức cao kỷ lục của cả năm 2015, nhờ những nỗ lực marketing của các nhà sản xuất và hoạt động đầu tư tại châu Á của một nhà phân phối lớn."
636,"Theo Văn phòng Kinh tế nông nghiệp Thái Lan (OAE), nông nghiệp Thái Lan được dự kiến giảm 0,5% trong năm 2016 do hạn hán tiếp diễn từ năm 2015, gây thiệt hại cho nhiều khu vực đất nông nghiệp của nước này."
637,"Trong báo cáo tháng 12/2016, FAO hạ dự báo thương mại gạo toàn cầu năm 2016 thêm 1,1 triệu tấn so với báo cáo tháng 10, xuống còn 42 triệu tấn gạo, tức giảm 6% so với năm 2015 – vốn cũng là năm giảm thương mại gạo toàn cầu. Triển vọng tiêu cực chủ yếu do giảm xuất khẩu tại các nước châu Á, xuất phát từ tình trạng nguồn cung gạo nội địa dồi dào và các chính sách thương mại tăng cường bảo hộ, đặc biệt là trong trường hợp của Sri Lanka và Bangladesh – hai nước có mức nhập khẩu gạo thấp kỷ lục trong nhiều năm do giá gạo nội địa giảm và tăng thuế nhập khẩu gạo. Philippines cũng giảm mạnh nhập khẩu gạo, khi kim ngạch nhập khẩu của nước này giảm gần 1 triệu tấn trong năm 2016 so với năm 2015, do giá ổn định và các kho dự trữ dồi dào làm giảm động lực nhập khẩu gạo chính thức trong năm 2016."
638,Ngân hàng phát triển nông thôn Campuchia (RDB) đagn kêu gọi đầu tư và một cơ sở sấy lúa và một nhà kho công suất 200.000 tấn gạo. Công suất nhà máy sấy sẽ là 3.000 tấn/ngày.
639,"Từ tháng 1 đến giữa tháng 12/2016, Thái Lan đã xuất khẩu 9,3 triệu tấn gạo, chủ yếu sang Trung Quốc và các nước châu Phi. Theo Bộ Thương mại Thái Lan, mức xuất khẩu gạo này cách mục tiêu của chính phủ không còn xa."
640,"Cơ quan Nông nghiệp Philippines sẽ tăng cường nỗ lực sản xuất lúa giống trong năm 2017, nhằm mục tiêu hỗ trợ ngành lúa gạo Philippines tự cung tự cấp được lương thực trong 3 năm tới."
641,"Giá gạo xuất khẩu gạo tại Ấn Độ và Thái Lan giảm trong tuần này do nhu cầu yếu; ngược lại, giá gạo xuất khẩu chào bán từ Việt Nam tăng nhẹ do kế hoạch nhập khẩu Philippines mới công bố diễn ra trong thời điểm vụ thu hoạch rộ đã qua."
642,"Các thành viên của Hội đồng ngũ cốc quốc tế (IGC) đã nhóm họp tại Luân Đôn hôm 5/12 vừa qua trong cuộc họp thường niên lần thứ 44 để thảo luận về triển vọng cung – cầu và diễn biến thị trường các loại ngũ cốc, gạo và hạt có dầu."
643,"Cơ quan ngũ cốc quốc gia Philippines đã phê chuẩn giấy phép cho các nhà nhập khẩu tư nhân nội địa quyền nhập khẩu 641.080 tấn gạo từ Thái Lan, Việt Nam, Pakistan và Ấn Độ, theo thông báo đưa ra ngày 14/12, thấp hơn hạn ngạch cho phép."
644,Chính phủ Thái Lan đang xem xét thành lập một thị trường trung tâm cho gạo như một kênh phân phối khác cho các thương nhân và nông dân ngành gạo.
645,"International Finance Corp. (IFC), một thành viên của Ngân hàng Thế giới, đang hợp tác với Tập đoàn Lộc Trời để hỗ trượ tập đoàn này đưa ra các tiêu chuẩn và thực hành nông nghiệp bền vững xuyên suốt chuỗi giá trị sản xuất lúa gạo. Bằng cách cải thiện sản xuất lúa gạo, các tổ chức này sẽ giúp ngành nông nghiệp Việt Nam tăng thị phần trên thị trường thế giới, tăng khả năng sinh lời một cách bền vững và cải thiện sinh kế cho nông dân."
646,Các nhà sản xuất và xuất khẩu gạo sang EU phải sử dụng một mẫu chứng nhận xuất xứ mới kể từ 1/1/2017.
647, 
648,Gạo Campuchia đã vượt qua các đợt kiểm tra chất lượng và vệ sinh an toàn thực phẩm để xuất khẩu sang Trung Quốc. Một phái đoàn các chuyên gia Trung Quốc đã kiểm tra chất lượng và độ an toàn tại 27 nhà máy sản xuất gạo trong chuyến thăm kéo dài 1 tuần vừa qua. Kết quả trên sẽ cho phép các nhà chế biến gạo trên được phép xuất khẩu gạo vào thị trường Trung Quốc.
